timestamp,process_id,user,process_name,cpu_usage,memory_usage,keystroke_hook,network_activity,label,rule_flag,rf_pred
2025-01-21 05:27:00,10070,grace,firefox.exe,30.95,439.0,0,0,0,0,
2025-01-29 01:17:00,10071,bob,discord.exe,32.32,30.6,0,0,0,0,
2025-01-18 22:51:00,10072,frank,teams.exe,25.69,472.4,0,0,0,0,
2025-01-01 16:56:00,10073,charlie,chrome.exe,7.1,440.8,0,0,1,0,
2025-01-17 20:13:00,10074,diana,spotify.exe,25.92,354.5,0,0,1,0,
2025-01-17 20:36:00,10075,bob,keycap.exe,7.93,146.8,1,1,1,1,
2025-01-17 03:27:00,10076,eve,word.exe,28.79,85.9,0,0,0,0,
2025-01-17 21:00:00,10077,heidi,word.exe,19.49,222.4,0,0,0,0,0.0
2025-01-06 22:09:00,10078,frank,spotify.exe,30.24,18.0,0,0,0,0,
2025-01-12 23:42:00,10079,bob,notepad.exe,20.55,412.9,0,0,0,0,
2025-01-07 10:28:00,10080,alice,discord.exe,40.76,162.5,0,0,0,0,
2025-01-15 18:31:00,10081,alice,keystreamer.exe,13.83,91.4,1,1,1,1,
2025-01-09 11:05:00,10082,grace,explorer.exe,44.34,633.0,0,0,0,0,0.0
2025-01-15 18:03:00,10083,heidi,notepad.exe,35.39,252.6,0,0,0,0,
2025-01-28 03:39:00,10084,diana,teams.exe,14.34,153.3,0,1,0,0,0.0
2025-01-06 22:51:00,10085,charlie,vscode.exe,44.34,188.5,0,0,0,0,
2025-01-28 18:16:00,10086,diana,notepad.exe,6.96,402.3,0,0,0,0,
2025-01-27 10:04:00,10087,diana,keylog.exe,10.14,129.9,1,1,0,1,
2025-01-29 07:34:00,10088,diana,python.exe,28.16,270.1,0,1,0,0,
2025-01-02 18:48:00,10089,heidi,hid_hook.exe,8.5,127.3,1,0,0,0,
2025-01-02 09:47:00,10090,diana,notepad.exe,26.24,368.2,0,1,1,0,0.0
2025-01-02 20:55:00,10091,eve,notepad.exe,9.17,59.5,0,0,0,0,
2025-01-04 15:38:00,10092,heidi,hid_hook.exe,0.0,302.15,1,1,1,1,0.0
2025-01-16 06:42:00,10093,eve,syskey32.exe,0.19,93.5,0,1,1,0,
2025-01-28 10:24:00,10094,heidi,explorer.exe,6.76,189.0,0,0,0,0,0.0
2025-01-24 00:39:00,10095,grace,keylog.exe,11.16,97.5,1,1,1,1,
2025-01-10 17:06:00,10096,bob,kl_service.exe,9.2,191.5,1,1,1,1,1.0
2025-01-09 19:06:00,10097,alice,python.exe,27.24,485.6,0,1,0,0,
2025-01-27 20:20:00,10098,diana,excel.exe,18.37,227.8,0,1,1,0,0.0
2025-01-03 11:21:00,10099,grace,spotify.exe,31.55,471.3,0,0,0,0,
2025-01-19 15:34:00,10100,bob,teams.exe,25.81,345.2,0,0,1,0,
2025-01-28 01:12:00,10101,alice,keystreamer.exe,14.32,96.8,1,1,1,1,
2025-01-16 17:42:00,10102,frank,outlook.exe,23.36,134.3,0,1,0,0,
2025-01-06 19:52:00,10103,charlie,word.exe,0.0,509.5,0,0,0,0,
2025-01-22 04:55:00,10104,eve,explorer.exe,52.52,377.4,0,0,0,0,
2025-01-10 01:47:00,10105,frank,outlook.exe,26.08,268.6,0,1,0,0,
2025-01-17 09:19:00,10106,heidi,word.exe,7.73,311.7,0,0,0,0,
2025-01-25 11:02:00,10107,alice,vscode.exe,25.52,338.8,0,0,0,0,
2025-01-09 05:17:00,10108,frank,excel.exe,37.81,332.3,0,0,0,0,0.0
2025-01-10 17:59:00,10109,charlie,explorer.exe,16.52,304.7,0,0,0,0,
2025-01-22 09:38:00,10110,grace,firefox.exe,31.16,538.6,0,0,0,0,
2025-01-14 06:35:00,10111,alice,outlook.exe,18.19,248.7,0,0,0,0,
2025-01-08 14:45:00,10112,frank,hid_hook.exe,12.36,52.7,1,0,1,0,
2025-01-18 00:58:00,10113,eve,word.exe,28.17,376.9,0,0,0,0,
2025-01-30 12:50:00,10114,eve,firefox.exe,3.27,135.8,0,1,0,0,0.0
2025-01-04 12:16:00,10115,bob,syskey32.exe,5.32,115.5,0,1,1,0,
2025-01-23 13:22:00,10116,frank,vscode.exe,30.87,442.3,0,1,0,0,
2025-01-06 15:10:00,10117,diana,outlook.exe,12.68,663.7,0,0,0,0,0.0
2025-01-10 13:33:00,10118,frank,keylog.exe,0.0,105.2,1,1,1,1,
2025-01-19 22:26:00,10119,grace,vscode.exe,27.14,484.9,0,1,0,0,
2025-01-13 02:12:00,10120,alice,keycap.exe,0.0,95.2,0,1,1,0,
2025-01-24 02:30:00,10121,alice,teams.exe,24.18,606.4,0,0,0,0,
2025-01-05 19:10:00,10122,charlie,keylog.exe,2.4,114.5,1,1,1,1,
2025-01-18 16:06:00,10123,frank,keycap.exe,2.93,159.1,1,1,1,1,1.0
2025-01-01 03:26:00,10124,grace,explorer.exe,39.75,441.7,0,1,0,0,
2025-01-15 22:38:00,10125,charlie,keylog.exe,12.03,130.3,1,1,1,1,
2025-01-16 12:41:00,10126,heidi,chrome.exe,6.54,10.0,0,0,0,0,0.0
2025-01-17 06:19:00,10127,grace,chrome.exe,18.29,237.2,0,0,0,0,
2025-01-29 20:03:00,10128,eve,outlook.exe,15.03,478.1,0,0,0,0,
2025-01-16 13:23:00,10129,grace,spotify.exe,17.21,252.1,0,0,0,0,
2025-01-13 14:21:00,10130,alice,discord.exe,7.62,504.4,0,0,0,0,0.0
2025-01-11 07:00:00,10131,eve,vscode.exe,41.35,484.5,0,0,0,0,
2025-01-29 00:22:00,10132,alice,firefox.exe,33.04,367.1,0,0,0,0,
2025-01-05 10:14:00,10133,bob,firefox.exe,36.11,89.9,0,0,0,0,0.0
2025-01-02 03:58:00,10134,diana,vscode.exe,37.98,464.3,0,0,0,0,0.0
2025-01-24 11:47:00,10135,alice,firefox.exe,20.46,67.7,0,0,1,0,
2025-01-12 05:58:00,10136,eve,keylog.exe,13.24,103.2,1,1,1,1,
2025-01-07 21:14:00,10137,bob,excel.exe,28.34,423.3,0,0,0,0,
2025-01-20 08:50:00,10138,alice,discord.exe,18.73,338.8,0,0,0,0,
2025-01-16 11:39:00,10139,charlie,notepad.exe,18.3,466.9,0,0,1,0,
2025-01-30 13:17:00,10140,grace,notepad.exe,27.24,549.0,0,0,0,0,0.0
2025-01-02 20:53:00,10141,diana,teams.exe,22.34,412.7,0,0,0,0,
2025-01-21 11:07:00,10142,alice,outlook.exe,18.045,296.8,0,0,0,0,
2025-01-21 15:23:00,10143,bob,word.exe,22.17,373.4,0,0,0,0,0.0
2025-01-03 12:27:00,10144,charlie,keylog.exe,2.03,127.1,1,1,1,1,
2025-01-19 00:19:00,10145,frank,outlook.exe,28.51,477.3,0,0,0,0,0.0
2025-01-30 19:41:00,10146,bob,word.exe,33.54,76.3,1,0,0,0,
2025-01-16 03:54:00,10147,grace,outlook.exe,11.17,509.1,0,1,0,0,
2025-01-13 12:47:00,10148,bob,spotify.exe,53.73,124.6,0,0,0,0,
2025-01-19 03:05:00,10149,charlie,outlook.exe,13.86,361.4,0,0,0,0,
2025-01-08 02:30:00,10150,bob,keystreamer.exe,7.93,139.5,1,1,0,1,
2025-01-11 21:47:00,10151,charlie,excel.exe,46.99,176.4,0,0,0,0,0.0
2025-01-16 06:16:00,10152,alice,word.exe,28.25,446.8,1,0,0,0,
2025-01-17 12:16:00,10153,heidi,vscode.exe,5.38,494.5,0,0,0,0,
2025-01-21 21:20:00,10154,charlie,word.exe,45.48,313.8,0,0,0,0,
2025-01-01 21:46:00,10155,charlie,keystreamer.exe,14.07,76.6,1,0,1,0,
2025-01-05 16:56:00,10156,diana,firefox.exe,30.7,427.4,0,1,0,0,
2025-01-19 22:11:00,10157,charlie,word.exe,26.19,302.15,0,1,0,0,
2025-01-07 13:54:00,10158,charlie,teams.exe,12.49,303.8,0,0,0,0,
2025-01-28 23:34:00,10159,frank,keycap.exe,4.42,136.8,1,0,0,0,
2025-01-16 05:59:00,10160,heidi,firefox.exe,10.02,235.5,0,0,0,0,
2025-01-04 20:10:00,10161,alice,spotify.exe,3.51,330.1,0,0,0,0,0.0
2025-01-21 08:40:00,10162,grace,word.exe,29.18,222.6,0,1,0,0,
2025-01-03 14:28:00,10163,diana,excel.exe,31.69,204.0,0,0,0,0,
2025-01-23 04:48:00,10164,frank,teams.exe,21.69,84.6,0,1,0,0,
2025-01-23 14:42:00,10165,eve,outlook.exe,30.48,489.5,0,0,0,0,
2025-01-10 09:45:00,10166,heidi,discord.exe,11.7,518.8,0,0,0,0,
2025-01-01 11:03:00,10167,alice,outlook.exe,0.0,171.6,0,0,0,0,
2025-01-25 03:26:00,10168,alice,kl_service.exe,10.31,165.2,1,0,1,0,
2025-01-06 13:14:00,10169,eve,word.exe,23.06,379.6,1,1,0,0,0.0
2025-01-20 11:01:00,10170,grace,notepad.exe,0.0,345.5,1,0,0,0,0.0
2025-01-22 01:03:00,10171,charlie,keystreamer.exe,6.57,136.4,1,1,1,1,
2025-01-03 07:04:00,10172,frank,vscode.exe,18.72,404.8,0,0,0,0,0.0
2025-01-28 07:53:00,10173,bob,spotify.exe,23.66,299.0,0,0,0,0,
2025-01-13 06:35:00,10174,diana,syskey32.exe,8.2,69.9,1,1,1,1,1.0
2025-01-17 14:58:00,10175,bob,keycap.exe,8.88,124.1,0,0,1,0,
2025-01-17 10:24:00,10176,eve,notepad.exe,28.46,343.7,0,0,0,0,
2025-01-02 03:16:00,10177,alice,notepad.exe,12.84,370.4,0,0,0,0,
2025-01-14 22:40:00,10178,grace,keycap.exe,11.14,58.7,1,1,1,1,1.0
2025-01-20 06:08:00,10179,alice,spotify.exe,37.14,377.0,0,0,0,0,0.0
2025-01-19 13:36:00,10180,diana,outlook.exe,13.08,230.4,0,0,0,0,
2025-01-20 21:53:00,10181,alice,python.exe,24.25,110.9,0,1,0,0,
2025-01-27 01:05:00,10182,alice,excel.exe,17.5,302.3,0,0,0,0,
2025-01-01 14:14:00,10183,diana,outlook.exe,35.47,427.6,1,0,0,0,0.0
2025-01-18 01:08:00,10184,frank,vscode.exe,8.93,326.6,0,1,1,0,0.0
2025-01-27 19:43:00,10185,frank,python.exe,32.1,257.4,0,0,0,0,
2025-01-06 03:12:00,10186,diana,explorer.exe,27.37,405.7,0,0,0,0,
2025-01-15 23:16:00,10187,grace,syskey32.exe,8.16,151.2,1,1,1,1,0.0
2025-01-27 18:39:00,10188,eve,spotify.exe,27.11,352.9,0,0,0,0,
2025-01-19 06:29:00,10189,heidi,teams.exe,10.52,420.9,0,0,0,0,
2025-01-16 05:19:00,10190,alice,vscode.exe,32.73,32.5,0,1,1,0,0.0
2025-01-04 10:11:00,10191,grace,discord.exe,20.15,302.15,0,1,0,0,
2025-01-23 21:30:00,10192,alice,python.exe,63.95,130.5,0,0,0,0,
2025-01-09 19:28:00,10193,heidi,keystreamer.exe,0.0,170.4,0,0,1,0,
2025-01-18 14:22:00,10194,eve,outlook.exe,27.85,448.6,0,1,0,0,
2025-01-26 19:17:00,10195,frank,keycap.exe,10.46,205.1,1,1,1,1,
2025-01-02 14:47:00,10196,grace,notepad.exe,18.21,515.5,0,1,0,0,
2025-01-29 07:32:00,10197,charlie,firefox.exe,15.39,196.1,0,0,0,0,
2025-01-29 03:45:00,10198,charlie,hid_hook.exe,3.48,115.5,1,0,1,0,0.0
2025-01-01 03:17:00,10199,heidi,discord.exe,0.0,537.2,0,1,0,0,
2025-01-17 07:49:00,10200,charlie,word.exe,30.28,10.0,0,0,0,0,
2025-01-25 02:18:00,10201,frank,excel.exe,14.87,205.1,0,0,0,0,
2025-01-11 11:27:00,10202,heidi,spotify.exe,15.15,460.1,0,1,0,0,
2025-01-16 17:51:00,10203,frank,excel.exe,25.05,585.3,0,0,0,0,
2025-01-18 11:44:00,10204,eve,python.exe,27.02,560.2,0,0,0,0,
2025-01-20 08:08:00,10205,alice,teams.exe,24.06,191.1,0,0,0,0,
2025-01-30 05:47:00,10206,eve,keylog.exe,13.41,169.8,0,0,1,0,
2025-01-15 08:26:00,10207,eve,spotify.exe,17.58,281.0,0,0,0,0,
2025-01-11 21:48:00,10208,frank,keylog.exe,7.97,153.4,1,1,1,1,
2025-01-19 07:30:00,10209,heidi,teams.exe,3.79,296.4,0,0,0,0,0.0
2025-01-02 22:51:00,10210,heidi,chrome.exe,19.83,57.7,0,0,0,0,
2025-01-05 13:06:00,10211,charlie,explorer.exe,8.59,198.2,0,0,0,0,
2025-01-25 03:14:00,10212,bob,spotify.exe,5.85,452.3,0,1,0,0,0.0
2025-01-21 23:26:00,10213,alice,keycap.exe,0.39,175.6,1,1,1,1,
2025-01-29 13:06:00,10214,frank,syskey32.exe,14.19,62.0,1,1,1,1,
2025-01-08 22:11:00,10215,charlie,chrome.exe,7.77,428.1,0,0,0,0,0.0
2025-01-03 00:31:00,10216,grace,keycap.exe,10.02,117.9,1,0,1,0,0.0
2025-01-02 04:54:00,10217,bob,vscode.exe,0.0,210.6,0,1,0,0,0.0
2025-01-13 15:47:00,10218,bob,vscode.exe,44.46,423.4,0,0,0,0,
2025-01-07 00:40:00,10219,frank,keystreamer.exe,5.99,213.5,1,1,1,1,
2025-01-14 10:40:00,10220,diana,excel.exe,36.28,502.1,1,0,0,0,
2025-01-13 17:43:00,10221,alice,notepad.exe,20.39,199.0,0,0,0,0,
2025-01-04 23:59:00,10222,bob,word.exe,34.57,525.4,0,0,1,0,
2025-01-17 00:38:00,10223,frank,chrome.exe,30.67,215.8,0,1,0,0,
2025-01-25 09:53:00,10224,frank,excel.exe,11.63,328.9,0,0,0,0,0.0
2025-01-08 17:11:00,10225,charlie,teams.exe,22.19,337.0,0,1,0,0,
2025-01-27 01:04:00,10226,grace,teams.exe,10.32,68.4,0,0,0,0,
2025-01-02 06:02:00,10227,diana,spotify.exe,5.19,381.0,0,1,0,0,
2025-01-06 15:55:00,10228,alice,discord.exe,23.85,465.0,0,0,0,0,0.0
2025-01-06 15:20:00,10229,heidi,excel.exe,16.96,554.4,0,0,0,0,
2025-01-28 08:24:00,10230,eve,discord.exe,15.41,478.9,0,0,1,0,
2025-01-16 05:18:00,10231,grace,spotify.exe,16.08,566.5,0,0,0,0,
2025-01-15 04:45:00,10232,grace,keycap.exe,11.95,137.0,1,1,0,1,
2025-01-22 01:06:00,10233,charlie,keycap.exe,17.35,20.7,1,0,1,0,
2025-01-12 13:26:00,10234,heidi,keylog.exe,10.81,150.3,0,1,1,0,0.0
2025-01-22 13:45:00,10235,bob,chrome.exe,25.7,26.5,0,1,0,0,
2025-01-18 11:59:00,10236,bob,explorer.exe,17.59,74.6,0,0,0,0,
2025-01-30 03:36:00,10237,charlie,spotify.exe,23.18,518.1,0,1,0,0,
2025-01-12 08:51:00,10238,frank,chrome.exe,35.43,625.1,0,1,0,0,
2025-01-09 05:15:00,10239,bob,spotify.exe,13.16,245.2,0,0,1,0,
2025-01-02 10:09:00,10240,diana,chrome.exe,35.03,508.3,0,0,0,0,
2025-01-22 22:56:00,10241,alice,excel.exe,23.6,395.2,0,0,0,0,
2025-01-27 12:31:00,10242,grace,discord.exe,32.3,314.8,0,0,0,0,
2025-01-15 12:52:00,10243,grace,chrome.exe,11.12,606.4,0,1,0,0,
2025-01-21 17:35:00,10244,diana,vscode.exe,19.3,593.8,0,0,0,0,
2025-01-05 23:18:00,10245,heidi,keystreamer.exe,9.67,105.1,1,1,0,1,
2025-01-30 20:56:00,10246,bob,keystreamer.exe,3.51,86.3,1,1,1,1,1.0
2025-01-06 03:20:00,10247,grace,hid_hook.exe,7.82,137.8,0,1,1,0,
2025-01-30 14:42:00,10248,eve,outlook.exe,23.81,307.5,0,0,0,0,
2025-01-11 12:31:00,10249,heidi,notepad.exe,29.82,179.3,0,0,1,0,
2025-01-01 19:14:00,10250,alice,discord.exe,27.49,568.4,0,0,0,0,
2025-01-04 02:59:00,10251,alice,python.exe,30.02,212.3,0,0,0,0,
2025-01-05 08:55:00,10252,grace,excel.exe,28.5,566.3,0,1,0,0,0.0
2025-01-09 11:03:00,10253,charlie,excel.exe,41.69,251.7,0,0,0,0,
2025-01-21 08:19:00,10254,heidi,keycap.exe,8.08,165.1,1,1,1,1,
2025-01-09 22:34:00,10255,grace,notepad.exe,21.02,431.5,0,0,0,0,0.0
2025-01-23 17:11:00,10256,charlie,explorer.exe,12.19,258.6,0,0,0,0,
2025-01-04 20:19:00,10257,grace,excel.exe,20.12,546.2,0,1,1,0,
2025-01-30 10:45:00,10258,eve,teams.exe,26.2,115.3,0,0,0,0,0.0
2025-01-02 18:37:00,10259,heidi,discord.exe,16.73,594.9,0,0,0,0,
2025-01-27 15:20:00,10260,frank,chrome.exe,35.94,228.3,0,0,0,0,
2025-01-12 10:42:00,10261,alice,explorer.exe,24.07,339.8,0,0,0,0,
2025-01-02 12:40:00,10262,grace,notepad.exe,38.02,444.5,0,0,0,0,
2025-01-03 01:21:00,10263,eve,explorer.exe,2.17,128.7,0,0,0,0,
2025-01-15 19:57:00,10264,charlie,firefox.exe,28.0,140.1,0,0,0,0,
2025-01-09 07:29:00,10265,charlie,word.exe,18.39,10.0,0,0,0,0,
2025-01-02 23:49:00,10266,alice,outlook.exe,33.26,296.8,0,1,0,0,
2025-01-20 21:23:00,10267,diana,spotify.exe,6.26,480.1,0,0,0,0,0.0
2025-01-18 04:16:00,10268,grace,discord.exe,33.43,421.1,0,0,1,0,
2025-01-27 17:07:00,10269,heidi,spotify.exe,44.87,280.5,0,0,0,0,0.0
2025-01-17 04:48:00,10270,bob,firefox.exe,23.81,464.8,0,0,0,0,
2025-01-18 23:16:00,10271,charlie,keycap.exe,12.66,133.1,1,1,0,1,
2025-01-15 18:55:00,10272,heidi,outlook.exe,11.25,499.4,0,0,0,0,
2025-01-03 18:27:00,10273,heidi,kl_service.exe,10.91,127.9,1,1,1,1,
2025-01-16 13:19:00,10274,frank,word.exe,19.53,238.0,1,1,0,0,0.0
2025-01-24 14:26:00,10275,heidi,teams.exe,20.66,234.3,0,1,0,0,0.0
2025-01-15 12:00:00,10276,heidi,hid_hook.exe,1.98,67.9,1,0,1,0,0.0
2025-01-04 06:55:00,10277,frank,chrome.exe,24.39,393.0,0,0,0,0,
2025-01-04 03:55:00,10278,charlie,excel.exe,38.22,392.3,0,0,0,0,
2025-01-30 02:34:00,10279,heidi,discord.exe,11.84,346.3,0,0,0,0,
2025-01-29 08:18:00,10280,diana,python.exe,15.52,186.2,0,0,0,0,
2025-01-14 18:30:00,10281,diana,python.exe,18.65,476.8,0,0,0,0,
2025-01-13 02:29:00,10282,eve,notepad.exe,33.42,295.0,0,1,0,0,
2025-01-05 18:53:00,10283,frank,vscode.exe,42.75,361.1,0,1,0,0,
2025-01-10 23:33:00,10284,eve,notepad.exe,11.29,410.3,0,0,0,0,0.0
2025-01-03 09:16:00,10285,frank,notepad.exe,24.56,474.3,0,0,0,0,
2025-01-07 01:54:00,10286,grace,excel.exe,13.38,315.4,0,1,0,0,0.0
2025-01-08 09:57:00,10287,grace,teams.exe,26.9,302.15,0,0,0,0,0.0
2025-01-05 02:15:00,10288,heidi,kl_service.exe,4.81,142.9,1,1,1,1,
2025-01-14 16:58:00,10289,bob,kl_service.exe,8.71,148.7,1,0,0,0,
2025-01-22 08:26:00,10290,grace,word.exe,21.46,167.9,0,1,0,0,0.0
2025-01-23 11:12:00,10291,bob,firefox.exe,14.81,183.5,0,1,0,0,
2025-01-28 15:10:00,10292,grace,python.exe,4.89,471.9,0,0,0,0,
2025-01-30 02:39:00,10293,alice,notepad.exe,15.16,399.4,0,0,0,0,
2025-01-04 21:20:00,10294,grace,keylog.exe,8.5,87.8,1,1,1,1,
2025-01-21 05:24:00,10295,eve,word.exe,14.32,325.1,0,1,0,0,
2025-01-20 04:43:00,10296,charlie,vscode.exe,10.04,165.2,0,0,1,0,0.0
2025-01-29 07:24:00,10297,heidi,outlook.exe,32.43,281.7,0,0,0,0,0.0
2025-01-07 06:07:00,10298,eve,python.exe,45.31,302.15,0,0,0,0,
2025-01-26 23:30:00,10299,charlie,explorer.exe,20.7,230.1,0,0,0,0,
2025-01-29 02:07:00,10300,diana,notepad.exe,8.86,394.8,0,0,1,0,
2025-01-06 16:48:00,10301,eve,python.exe,25.17,458.8,0,0,0,0,
2025-01-13 21:49:00,10302,diana,explorer.exe,10.61,612.1,0,0,0,0,
2025-01-13 02:53:00,10303,bob,spotify.exe,20.27,207.9,0,0,0,0,
2025-01-26 03:32:00,10304,bob,teams.exe,24.75,606.9,0,0,0,0,0.0
2025-01-23 15:55:00,10305,alice,teams.exe,0.33,556.1,0,0,1,0,
2025-01-24 11:48:00,10306,grace,spotify.exe,25.17,540.9,0,1,0,0,
2025-01-13 23:51:00,10307,eve,vscode.exe,31.77,242.7,0,0,0,0,0.0
2025-01-03 09:00:00,10308,diana,outlook.exe,23.79,248.1,1,0,1,0,
2025-01-22 16:16:00,10309,charlie,notepad.exe,30.13,468.6,0,1,0,0,0.0
2025-01-01 05:01:00,10310,bob,vscode.exe,15.11,287.0,0,1,1,0,
2025-01-01 11:39:00,10311,grace,excel.exe,27.83,117.9,0,0,0,0,
2025-01-01 03:10:00,10312,bob,excel.exe,7.79,379.6,0,1,0,0,
2025-01-08 06:52:00,10313,charlie,explorer.exe,27.81,419.2,0,0,0,0,
2025-01-25 19:43:00,10314,grace,explorer.exe,20.3,236.2,0,0,0,0,
2025-01-05 05:42:00,10315,grace,excel.exe,22.71,417.0,0,0,1,0,0.0
2025-01-14 17:38:00,10316,diana,spotify.exe,22.91,323.0,0,1,0,0,
