timestamp,process_id,user,process_name,cpu_usage,memory_usage,keystroke_hook,network_activity,label
2025-01-01 03:09:00,10026,Raghav,chrome.exe,13.45,366.0,0,0,0
2025-01-14 06:38:00,10027,Betu,notepad.exe,17.72,385.7,0,0,0
2025-01-25 20:13:00,10028,Muhilan,python.exe,17.66,339.6,0,0,0
2025-01-02 07:39:00,10029,Betu,chrome.exe,22.31,138.4,0,0,0
2025-01-01 21:07:00,10030,Raghav,explorer.exe,19.12,293.8,0,0,0
2025-01-22 21:51:00,10031,Naveen,teams.exe,1.68,214.9,0,0,0
2025-01-08 21:54:00,10032,Raghav,word.exe,1.96,614.7,0,0,0
2025-01-03 11:16:00,10033,Mithun,python.exe,36.22,249.5,0,0,0
2025-01-03 16:50:00,10034,Raghav,python.exe,21.55,515.5,0,0,0
2025-01-29 21:26:00,10035,Raghav,explorer.exe,12.47,593.1,0,1,0
2025-01-22 08:20:00,10036,Mithun,python.exe,2.44,432.8,0,0,0
2025-01-11 01:42:00,10037,Navaneeth,spotify.exe,11.21,213.6,0,0,0
2025-01-16 02:57:00,10038,Taru,word.exe,0.0,158.1,0,1,1
2025-01-08 09:07:00,10039,Raghav,syskey32.exe,6.87,180.4,1,1,0
2025-01-07 02:32:00,10040,Mithun,excel.exe,23.14,376.9,0,0,1
2025-01-30 21:01:00,10041,Muhilan,explorer.exe,16.24,694.8,0,1,0
2025-01-06 20:33:00,10042,Naveen,outlook.exe,33.83,260.8,0,0,1
2025-01-30 20:41:00,10043,Naveen,chrome.exe,26.56,441.6,0,0,0
2025-01-08 15:36:00,10044,Raghav,excel.exe,38.26,504.3,1,1,0
2025-01-17 14:17:00,10045,Navaneeth,keylog.exe,2.59,172.7,1,1,0
2025-01-02 19:32:00,10046,Navaneeth,firefox.exe,38.28,10.0,0,0,0
2025-01-17 07:23:00,10047,Muhilan,notepad.exe,9.49,541.7,0,0,1
2025-01-12 21:59:00,10048,Raghav,chrome.exe,23.74,607.0,0,0,0
2025-01-29 11:14:00,10049,Naveen,explorer.exe,22.99,509.8,0,0,0
2025-01-11 02:21:00,10050,Navaneeth,teams.exe,21.71,266.7,0,0,0
2025-01-25 22:40:00,10051,Raghav,vscode.exe,0.0,305.0,0,0,0
2025-01-19 10:11:00,10052,Betu,chrome.exe,19.06,217.5,0,0,0
2025-01-02 02:25:00,10053,Navaneeth,word.exe,49.72,250.4,0,0,0
2025-01-03 17:43:00,10054,Mithun,teams.exe,20.46,274.8,0,0,0
2025-01-17 14:59:00,10055,Betu,word.exe,39.05,264.4,0,1,0
2025-01-14 12:17:00,10056,Taru,excel.exe,20.4,518.9,0,1,0
2025-01-01 17:01:00,10057,Navaneeth,explorer.exe,28.52,512.5,1,1,0
2025-01-09 02:13:00,10058,Naveen,excel.exe,11.91,348.8,0,1,0
2025-01-10 07:37:00,10059,Farhaan,keylog.exe,12.54,121.8,1,0,1
2025-01-29 07:17:00,10060,Betu,chrome.exe,33.2,413.3,0,1,0
2025-01-07 17:32:00,10061,Taru,vscode.exe,10.86,439.2,0,0,0
2025-01-05 18:33:00,10062,Muhilan,spotify.exe,24.76,327.1,0,1,0
2025-01-04 22:35:00,10063,Muhilan,notepad.exe,24.29,357.0,0,0,0
2025-01-01 02:41:00,10064,Naveen,discord.exe,36.24,314.5,0,0,0
2025-01-26 17:45:00,10065,Navaneeth,excel.exe,19.76,289.3,0,0,1
2025-01-19 10:37:00,10066,Raghav,chrome.exe,14.96,636.6,0,0,0
2025-01-24 10:43:00,10067,Navaneeth,outlook.exe,15.19,459.7,0,0,0
2025-01-23 15:26:00,10068,Naveen,teams.exe,27.28,274.7,0,0,0
2025-01-09 00:14:00,10069,Muhilan,keystreamer.exe,,91.7,1,1,1
2025-01-21 05:27:00,10070,Navaneeth,explorer.exe,33.41,298.6,0,0,0
2025-01-29 01:17:00,10071,Muhilan,keylog.exe,16.13,10.0,1,1,1
2025-01-18 22:51:00,10072,Betu,discord.exe,20.92,566.0,0,0,0
2025-01-01 16:56:00,10073,Taru,teams.exe,27.34,200.7,0,0,0
2025-01-17 20:13:00,10074,Raghav,chrome.exe,16.57,10.0,0,0,0
2025-01-17 20:36:00,10075,Betu,chrome.exe,33.28,476.9,1,1,0
2025-01-17 03:27:00,10076,Muhilan,excel.exe,19.35,354.0,0,1,0
2025-01-17 21:00:00,10077,Muhilan,keycap.exe,1.07,64.6,1,0,0
2025-01-06 22:09:00,10078,Farhaan,firefox.exe,24.53,482.0,0,0,0
2025-01-12 23:42:00,10079,Farhaan,notepad.exe,15.05,513.4,0,1,0
2025-01-07 10:28:00,10080,Betu,teams.exe,15.04,346.4,0,1,0
2025-01-15 18:31:00,10081,Mithun,notepad.exe,18.16,413.6,0,0,1
2025-01-09 11:05:00,10082,Betu,keycap.exe,16.64,141.8,1,1,1
2025-01-15 18:03:00,10083,Farhaan,explorer.exe,17.05,138.2,0,0,0
2025-01-28 03:39:00,10084,Muhilan,keycap.exe,0.0,74.9,1,1,1
2025-01-06 22:51:00,10085,Naveen,keylog.exe,7.59,101.3,1,1,1
2025-01-28 18:16:00,10086,Betu,spotify.exe,39.72,557.0,0,0,0
2025-01-27 10:04:00,10087,Muhilan,spotify.exe,0.0,406.8,0,0,0
2025-01-29 07:34:00,10088,Naveen,keycap.exe,13.74,33.0,1,1,1
2025-01-02 18:48:00,10089,Naveen,firefox.exe,42.6,580.6,0,0,0
2025-01-02 09:47:00,10090,Farhaan,python.exe,0.0,388.1,0,0,0
2025-01-02 20:55:00,10091,Betu,outlook.exe,6.44,123.1,0,0,0
2025-01-04 15:38:00,10092,Navaneeth,chrome.exe,34.36,385.8,0,1,0
2025-01-16 06:42:00,10093,Raghav,firefox.exe,23.79,278.3,0,0,0
2025-01-28 10:24:00,10094,Farhaan,keylog.exe,,142.6,1,1,0
2025-01-24 00:39:00,10095,Farhaan,,13.21,425.8,0,0,0
2025-01-10 17:06:00,10096,Navaneeth,keystreamer.exe,12.35,144.8,0,1,0
2025-01-09 19:06:00,10097,Raghav,chrome.exe,17.18,391.9,0,1,0
2025-01-27 20:20:00,10098,Muhilan,word.exe,10.12,284.0,0,0,0
2025-01-03 11:21:00,10099,Mithun,vscode.exe,41.36,418.0,0,1,0
2025-01-19 15:34:00,10100,Betu,excel.exe,17.63,462.9,0,1,0
2025-01-28 01:12:00,10101,Mithun,spotify.exe,6.66,103.4,0,0,0
2025-01-16 17:42:00,10102,Muhilan,chrome.exe,22.5,315.1,0,0,0
2025-01-06 19:52:00,10103,Taru,vscode.exe,,693.6,0,1,0
2025-01-22 04:55:00,10104,Farhaan,firefox.exe,0.0,270.0,0,0,0
2025-01-10 01:47:00,10105,Raghav,outlook.exe,18.97,408.8,0,0,1
2025-01-17 09:19:00,10106,Farhaan,excel.exe,27.54,702.1,0,0,0
2025-01-25 11:02:00,10107,Naveen,discord.exe,10.12,491.1,0,0,0
2025-01-09 05:17:00,10108,Farhaan,hid_hook.exe,4.99,136.0,1,1,1
2025-01-10 17:59:00,10109,Farhaan,teams.exe,27.72,10.0,0,1,1
2025-01-22 09:38:00,10110,Muhilan,word.exe,28.0,155.5,0,0,0
2025-01-14 06:35:00,10111,Muhilan,chrome.exe,31.63,265.9,0,1,0
2025-01-08 14:45:00,10112,Muhilan,hid_hook.exe,5.76,90.7,1,1,0
2025-01-18 00:58:00,10113,Mithun,excel.exe,33.57,681.6,0,0,0
2025-01-30 12:50:00,10114,Naveen,vscode.exe,12.36,595.9,1,0,0
2025-01-04 12:16:00,10115,Taru,spotify.exe,2.21,506.9,0,1,0
2025-01-23 13:22:00,10116,Taru,word.exe,8.79,243.3,0,0,1
2025-01-06 15:10:00,10117,Muhilan,firefox.exe,5.86,473.6,0,0,0
2025-01-10 13:33:00,10118,Raghav,python.exe,42.07,412.9,0,0,1
2025-01-19 22:26:00,10119,Mithun,teams.exe,13.89,428.4,1,0,0
2025-01-13 02:12:00,10120,Navaneeth,notepad.exe,15.59,138.9,0,0,0
2025-01-24 02:30:00,10121,Raghav,notepad.exe,19.16,290.5,0,0,0
2025-01-05 19:10:00,10122,Betu,notepad.exe,12.57,150.3,0,1,0
2025-01-18 16:06:00,10123,Betu,outlook.exe,27.39,270.4,0,0,0
2025-01-01 03:26:00,10124,Raghav,notepad.exe,16.74,524.9,0,0,0
2025-01-15 22:38:00,10125,Muhilan,spotify.exe,7.75,297.0,0,0,0
2025-01-16 12:41:00,10126,Navaneeth,python.exe,51.58,305.0,0,0,0
2025-01-17 06:19:00,10127,Navaneeth,vscode.exe,21.27,192.2,0,0,0
2025-01-29 20:03:00,10128,Mithun,hid_hook.exe,8.32,21.2,0,1,1
2025-01-16 13:23:00,10129,Navaneeth,outlook.exe,19.44,573.6,0,0,0
2025-01-13 14:21:00,10130,Betu,keylog.exe,4.15,92.0,1,1,1
2025-01-11 07:00:00,10131,Naveen,discord.exe,33.39,127.3,0,0,0
2025-01-29 00:22:00,10132,Muhilan,hid_hook.exe,9.9,11.3,1,1,1
2025-01-05 10:14:00,10133,Navaneeth,word.exe,17.3,347.7,0,0,0
2025-01-02 03:58:00,10134,Mithun,keycap.exe,3.03,118.5,1,1,1
2025-01-24 11:47:00,10135,Betu,spotify.exe,17.32,433.1,0,0,0
2025-01-12 05:58:00,10136,Naveen,excel.exe,27.58,375.0,0,1,0
2025-01-07 21:14:00,10137,Farhaan,firefox.exe,47.89,259.1,0,1,0
2025-01-20 08:50:00,10138,Farhaan,chrome.exe,27.52,248.3,0,0,0
2025-01-16 11:39:00,10139,Naveen,keylog.exe,7.38,124.7,1,1,1
2025-01-30 13:17:00,10140,Betu,teams.exe,9.44,430.5,0,1,0
2025-01-02 20:53:00,10141,,discord.exe,33.95,236.5,0,0,0
2025-01-21 11:07:00,10142,Naveen,chrome.exe,33.55,342.1,0,0,0
2025-01-21 15:23:00,10143,Muhilan,firefox.exe,30.95,439.0,0,0,0
2025-01-03 12:27:00,10144,Muhilan,discord.exe,32.32,30.6,0,0,0
2025-01-19 00:19:00,10145,Farhaan,teams.exe,25.69,472.4,0,0,0
2025-01-30 19:41:00,10146,Navaneeth,chrome.exe,7.1,440.8,0,0,1
2025-01-16 03:54:00,10147,Mithun,spotify.exe,25.92,354.5,0,0,1
2025-01-13 12:47:00,10148,Farhaan,keycap.exe,7.93,146.8,1,1,1
2025-01-19 03:05:00,10149,Navaneeth,word.exe,28.79,85.9,0,0,0
2025-01-08 02:30:00,10150,Navaneeth,word.exe,19.49,222.4,0,0,0
2025-01-11 21:47:00,10151,Taru,spotify.exe,30.24,18.0,0,0,0
2025-01-16 06:16:00,10152,Muhilan,notepad.exe,20.55,412.9,0,0,0
2025-01-17 12:16:00,10153,Betu,discord.exe,40.76,162.5,0,0,0
2025-01-21 21:20:00,10154,Raghav,keystreamer.exe,13.83,91.4,1,1,1
2025-01-01 21:46:00,10155,Betu,explorer.exe,44.34,633.0,0,0,0
2025-01-05 16:56:00,10156,Raghav,notepad.exe,35.39,252.6,0,0,0
2025-01-19 22:11:00,10157,Naveen,teams.exe,14.34,153.3,0,1,0
2025-01-07 13:54:00,10158,Muhilan,vscode.exe,44.34,188.5,0,0,0
2025-01-28 23:34:00,10159,Navaneeth,notepad.exe,6.96,402.3,0,0,0
2025-01-16 05:59:00,10160,Mithun,keylog.exe,10.14,129.9,1,1,0
2025-01-04 20:10:00,10161,Raghav,python.exe,28.16,270.1,0,1,0
2025-01-21 08:40:00,10162,Betu,hid_hook.exe,8.5,127.3,1,0,0
2025-01-03 14:28:00,10163,Navaneeth,notepad.exe,26.24,368.2,0,1,1
2025-01-23 04:48:00,10164,Raghav,notepad.exe,9.17,59.5,0,0,0
2025-01-23 14:42:00,10165,Raghav,hid_hook.exe,0.0,164.2,1,1,1
2025-01-10 09:45:00,10166,Taru,syskey32.exe,0.19,93.5,0,1,1
2025-01-01 11:03:00,10167,Raghav,explorer.exe,6.76,189.0,0,0,0
2025-01-25 03:26:00,10168,Mithun,keylog.exe,11.16,97.5,1,1,1
2025-01-06 13:14:00,10169,Muhilan,kl_service.exe,9.2,191.5,1,1,1
2025-01-20 11:01:00,10170,Mithun,python.exe,27.24,485.6,0,1,0
2025-01-22 01:03:00,10171,Farhaan,excel.exe,18.37,227.8,0,1,1
2025-01-03 07:04:00,10172,Navaneeth,spotify.exe,31.55,471.3,0,0,0
2025-01-28 07:53:00,10173,Muhilan,teams.exe,25.81,345.2,0,0,1
2025-01-13 06:35:00,10174,Taru,keystreamer.exe,14.32,96.8,1,1,1
2025-01-17 14:58:00,10175,Muhilan,outlook.exe,23.36,134.3,0,1,0
2025-01-17 10:24:00,10176,Muhilan,word.exe,0.0,509.5,0,0,0
2025-01-02 03:16:00,10177,Betu,explorer.exe,52.52,377.4,0,0,0
2025-01-14 22:40:00,10178,Muhilan,outlook.exe,26.08,268.6,0,1,0
2025-01-20 06:08:00,10179,Taru,word.exe,7.73,311.7,0,0,0
2025-01-19 13:36:00,10180,Mithun,vscode.exe,25.52,338.8,0,0,0
2025-01-20 21:53:00,10181,Muhilan,excel.exe,37.81,332.3,0,0,0
2025-01-27 01:05:00,10182,Naveen,explorer.exe,16.52,304.7,0,0,0
2025-01-01 14:14:00,10183,Navaneeth,firefox.exe,31.16,538.6,0,0,0
2025-01-18 01:08:00,10184,Muhilan,outlook.exe,18.19,248.7,0,0,0
2025-01-27 19:43:00,10185,Navaneeth,hid_hook.exe,12.36,52.7,1,0,1
2025-01-06 03:12:00,10186,Naveen,word.exe,28.17,376.9,0,0,0
2025-01-15 23:16:00,10187,Naveen,firefox.exe,3.27,135.8,0,1,0
2025-01-27 18:39:00,10188,Navaneeth,syskey32.exe,5.32,115.5,0,1,1
2025-01-19 06:29:00,10189,Raghav,vscode.exe,30.87,442.3,0,1,0
2025-01-16 05:19:00,10190,Farhaan,outlook.exe,12.68,663.7,0,0,0
2025-01-04 10:11:00,10191,Betu,keylog.exe,0.0,105.2,1,1,1
2025-01-23 21:30:00,10192,Raghav,vscode.exe,27.14,484.9,0,1,0
2025-01-09 19:28:00,10193,Raghav,keycap.exe,0.0,95.2,0,1,1
2025-01-18 14:22:00,10194,Mithun,teams.exe,24.18,606.4,0,0,0
2025-01-26 19:17:00,10195,Betu,keylog.exe,2.4,114.5,1,1,1
2025-01-02 14:47:00,10196,Betu,keycap.exe,2.93,159.1,1,1,1
2025-01-29 07:32:00,10197,Raghav,explorer.exe,39.75,441.7,0,1,0
2025-01-29 03:45:00,10198,Muhilan,keylog.exe,12.03,130.3,1,1,1
2025-01-01 03:17:00,10199,Mithun,chrome.exe,6.54,10.0,0,0,0
2025-01-17 07:49:00,10200,Mithun,chrome.exe,18.29,237.2,0,0,0
2025-01-25 02:18:00,10201,Naveen,outlook.exe,15.03,478.1,0,0,0
2025-01-11 11:27:00,10202,Taru,spotify.exe,17.21,252.1,0,0,0
2025-01-16 17:51:00,10203,Betu,discord.exe,7.62,504.4,0,0,0
2025-01-18 11:44:00,10204,Raghav,vscode.exe,41.35,484.5,0,0,0
2025-01-20 08:08:00,10205,,firefox.exe,33.04,367.1,0,0,0
2025-01-30 05:47:00,10206,Navaneeth,firefox.exe,36.11,89.9,0,0,0
2025-01-15 08:26:00,10207,Farhaan,vscode.exe,37.98,464.3,0,0,0
2025-01-11 21:48:00,10208,Taru,firefox.exe,20.46,67.7,0,0,1
2025-01-19 07:30:00,10209,Taru,keylog.exe,13.24,103.2,1,1,1
2025-01-02 22:51:00,10210,Taru,excel.exe,28.34,423.3,0,0,0
2025-01-05 13:06:00,10211,Mithun,discord.exe,18.73,338.8,0,0,0
2025-01-25 03:14:00,10212,Navaneeth,notepad.exe,,466.9,0,0,1
2025-01-21 23:26:00,10213,Taru,notepad.exe,27.24,549.0,0,0,0
2025-01-29 13:06:00,10214,Navaneeth,teams.exe,22.34,412.7,0,0,0
2025-01-08 22:11:00,10215,Muhilan,outlook.exe,0.35,296.8,0,0,0
2025-01-03 00:31:00,10216,Taru,word.exe,22.17,373.4,0,0,0
2025-01-02 04:54:00,10217,Farhaan,keylog.exe,2.03,127.1,1,1,1
2025-01-13 15:47:00,10218,Navaneeth,,28.51,477.3,0,0,0
2025-01-07 00:40:00,10219,Navaneeth,word.exe,33.54,76.3,1,0,0
2025-01-14 10:40:00,10220,Farhaan,outlook.exe,11.17,509.1,0,1,0
2025-01-13 17:43:00,10221,Taru,spotify.exe,53.73,124.6,0,0,0
2025-01-04 23:59:00,10222,Farhaan,outlook.exe,13.86,361.4,0,0,0
2025-01-17 00:38:00,10223,Navaneeth,keystreamer.exe,7.93,139.5,1,1,0
2025-01-25 09:53:00,10224,Farhaan,excel.exe,46.99,176.4,0,0,0
2025-01-08 17:11:00,10225,Navaneeth,word.exe,28.25,446.8,1,0,0
2025-01-27 01:04:00,10226,Navaneeth,vscode.exe,5.38,494.5,0,0,0
2025-01-02 06:02:00,10227,Muhilan,word.exe,45.48,313.8,0,0,0
2025-01-06 15:55:00,10228,Raghav,keystreamer.exe,14.07,76.6,1,0,1
2025-01-06 15:20:00,10229,Navaneeth,firefox.exe,30.7,427.4,0,1,0
2025-01-28 08:24:00,10230,Taru,word.exe,26.19,450.7,0,1,0
2025-01-16 05:18:00,10231,Naveen,teams.exe,12.49,303.8,0,0,0
2025-01-15 04:45:00,10232,Mithun,keycap.exe,4.42,136.8,1,0,0
2025-01-22 01:06:00,10233,Betu,firefox.exe,10.02,235.5,0,0,0
2025-01-12 13:26:00,10234,Raghav,spotify.exe,3.51,330.1,0,0,0
2025-01-22 13:45:00,10235,Raghav,word.exe,29.18,222.6,0,1,0
2025-01-18 11:59:00,10236,Raghav,excel.exe,31.69,204.0,0,0,0
2025-01-30 03:36:00,10237,Muhilan,teams.exe,21.69,84.6,0,1,0
2025-01-12 08:51:00,10238,Navaneeth,outlook.exe,30.48,489.5,0,0,0
2025-01-09 05:15:00,10239,Muhilan,discord.exe,11.7,518.8,0,0,0
2025-01-02 10:09:00,10240,Navaneeth,outlook.exe,0.0,171.6,0,0,0
2025-01-22 22:56:00,10241,Taru,kl_service.exe,10.31,165.2,1,0,1
2025-01-27 12:31:00,10242,Muhilan,word.exe,23.06,379.6,1,1,0
2025-01-15 12:52:00,10243,,notepad.exe,0.0,345.5,1,0,0
2025-01-21 17:35:00,10244,Mithun,keystreamer.exe,6.57,136.4,1,1,1
2025-01-05 23:18:00,10245,Naveen,vscode.exe,18.72,404.8,0,0,0
2025-01-30 20:56:00,10246,Muhilan,discord.exe,23.66,299.0,0,0,0
2025-01-06 03:20:00,10247,Mithun,syskey32.exe,8.2,69.9,1,1,1
2025-01-30 14:42:00,10248,Farhaan,keycap.exe,8.88,124.1,0,0,1
2025-01-11 12:31:00,10249,Naveen,notepad.exe,28.46,343.7,0,0,0
2025-01-01 19:14:00,10250,Taru,notepad.exe,12.84,370.4,0,0,0
2025-01-04 02:59:00,10251,Muhilan,keycap.exe,,,1,1,1
2025-01-05 08:55:00,10252,Betu,spotify.exe,37.14,377.0,0,0,0
2025-01-09 11:03:00,10253,Raghav,outlook.exe,13.08,230.4,0,0,0
2025-01-21 08:19:00,10254,Farhaan,python.exe,24.25,110.9,0,1,0
2025-01-09 22:34:00,10255,Farhaan,excel.exe,17.5,302.3,0,0,0
2025-01-23 17:11:00,10256,Taru,outlook.exe,35.47,427.6,1,0,0
2025-01-04 20:19:00,10257,Mithun,vscode.exe,8.93,326.6,0,1,1
2025-01-30 10:45:00,10258,Farhaan,python.exe,32.1,257.4,0,0,0
2025-01-02 18:37:00,10259,Naveen,explorer.exe,27.37,405.7,0,0,0
2025-01-27 15:20:00,10260,Muhilan,syskey32.exe,8.16,151.2,1,1,1
2025-01-12 10:42:00,10261,Muhilan,spotify.exe,27.11,352.9,0,0,0
2025-01-02 12:40:00,10262,Betu,teams.exe,10.52,420.9,0,0,0
2025-01-03 01:21:00,10263,Taru,vscode.exe,32.73,32.5,0,1,1
2025-01-15 19:57:00,10264,Raghav,discord.exe,20.15,219.1,0,1,0
2025-01-09 07:29:00,10265,Mithun,python.exe,63.95,130.5,0,0,0
2025-01-02 23:49:00,10266,Raghav,keystreamer.exe,0.0,170.4,0,0,1
2025-01-20 21:23:00,10267,Farhaan,outlook.exe,27.85,448.6,0,1,0
2025-01-18 04:16:00,10268,Taru,keycap.exe,10.46,205.1,1,1,1
2025-01-27 17:07:00,10269,Betu,notepad.exe,18.21,515.5,0,1,0
2025-01-17 04:48:00,10270,Raghav,firefox.exe,15.39,196.1,0,0,0
2025-01-18 23:16:00,10271,Naveen,hid_hook.exe,3.48,115.5,1,0,1
2025-01-15 18:55:00,10272,Muhilan,discord.exe,0.0,537.2,0,1,0
2025-01-03 18:27:00,10273,Farhaan,word.exe,30.28,10.0,0,0,0
2025-01-16 13:19:00,10274,Betu,excel.exe,14.87,205.1,0,0,0
2025-01-24 14:26:00,10275,Raghav,spotify.exe,15.15,460.1,0,1,0
2025-01-15 12:00:00,10276,Mithun,excel.exe,25.05,585.3,0,0,0
2025-01-04 06:55:00,10277,Naveen,python.exe,27.02,560.2,0,0,0
2025-01-04 03:55:00,10278,Naveen,teams.exe,24.06,191.1,0,0,0
2025-01-30 02:34:00,10279,Raghav,keylog.exe,13.41,169.8,0,0,1
2025-01-29 08:18:00,10280,Muhilan,spotify.exe,17.58,281.0,0,0,0
2025-01-14 18:30:00,10281,Raghav,keylog.exe,7.97,153.4,1,1,1
2025-01-13 02:29:00,10282,,teams.exe,3.79,296.4,0,0,0
2025-01-05 18:53:00,10283,Raghav,chrome.exe,19.83,57.7,0,0,0
2025-01-10 23:33:00,10284,Naveen,explorer.exe,8.59,198.2,0,0,0
2025-01-03 09:16:00,10285,Betu,spotify.exe,5.85,452.3,0,1,0
2025-01-07 01:54:00,10286,Raghav,keycap.exe,0.39,175.6,1,1,1
2025-01-08 09:57:00,10287,Muhilan,syskey32.exe,14.19,62.0,1,1,1
2025-01-05 02:15:00,10288,Taru,chrome.exe,7.77,428.1,0,0,0
2025-01-14 16:58:00,10289,Betu,keycap.exe,10.02,117.9,1,0,1
2025-01-22 08:26:00,10290,Mithun,vscode.exe,0.0,210.6,0,1,0
2025-01-23 11:12:00,10291,Navaneeth,vscode.exe,44.46,423.4,0,0,0
2025-01-28 15:10:00,10292,Raghav,keystreamer.exe,5.99,213.5,1,1,1
2025-01-30 02:39:00,10293,Muhilan,excel.exe,36.28,502.1,1,0,0
2025-01-04 21:20:00,10294,Betu,notepad.exe,20.39,199.0,0,0,0
2025-01-21 05:24:00,10295,Muhilan,word.exe,34.57,525.4,0,0,1
2025-01-20 04:43:00,10296,Mithun,chrome.exe,30.67,215.8,0,1,0
2025-01-29 07:24:00,10297,Naveen,excel.exe,11.63,328.9,0,0,0
2025-01-07 06:07:00,10298,Muhilan,teams.exe,22.19,337.0,0,1,0
2025-01-26 23:30:00,10299,Betu,teams.exe,10.32,68.4,0,0,0
2025-01-29 02:07:00,10300,Muhilan,spotify.exe,5.19,381.0,0,1,0
2025-01-06 16:48:00,10301,Muhilan,discord.exe,23.85,465.0,0,0,0
2025-01-13 21:49:00,10302,Muhilan,excel.exe,16.96,554.4,0,0,0
2025-01-13 02:53:00,10303,Farhaan,discord.exe,15.41,478.9,0,0,1
2025-01-26 03:32:00,10304,Farhaan,spotify.exe,16.08,566.5,0,0,0
2025-01-23 15:55:00,10305,Naveen,keycap.exe,11.95,137.0,1,1,0
2025-01-24 11:48:00,10306,Raghav,keycap.exe,17.35,20.7,1,0,1
2025-01-13 23:51:00,10307,Muhilan,keylog.exe,10.81,150.3,0,1,1
2025-01-03 09:00:00,10308,,chrome.exe,25.7,26.5,0,1,0
2025-01-22 16:16:00,10309,Raghav,explorer.exe,17.59,74.6,0,0,0
2025-01-01 05:01:00,10310,Mithun,spotify.exe,23.18,518.1,0,1,0
2025-01-01 11:39:00,10311,Raghav,chrome.exe,35.43,625.1,0,1,0
2025-01-01 03:10:00,10312,Naveen,spotify.exe,13.16,245.2,0,0,1
2025-01-08 06:52:00,10313,Muhilan,chrome.exe,35.03,508.3,0,0,0
2025-01-25 19:43:00,10314,Muhilan,excel.exe,23.6,395.2,0,0,0
2025-01-05 05:42:00,10315,Navaneeth,discord.exe,32.3,314.8,0,0,0
2025-01-14 17:38:00,10316,Mithun,chrome.exe,11.12,,0,1,0
2025-01-19 12:01:00,10317,Raghav,vscode.exe,19.3,593.8,0,0,0
2025-01-25 00:24:00,10318,Raghav,keystreamer.exe,9.67,105.1,1,1,0
2025-01-23 17:45:00,10319,Taru,keystreamer.exe,3.51,86.3,1,1,1
2025-01-17 00:53:00,10320,Taru,hid_hook.exe,7.82,137.8,0,1,1
2025-01-01 09:29:00,10321,Farhaan,outlook.exe,23.81,307.5,0,0,0
2025-01-27 12:50:00,10322,Navaneeth,notepad.exe,29.82,179.3,0,0,1
2025-01-25 01:43:00,10323,Betu,discord.exe,27.49,568.4,0,0,0
2025-01-26 10:31:00,10324,Taru,python.exe,30.02,212.3,0,0,0
2025-01-06 04:15:00,10325,Betu,excel.exe,28.5,566.3,0,1,0
2025-01-03 18:54:00,10326,Farhaan,excel.exe,41.69,,0,0,0
2025-01-08 16:53:00,10327,Farhaan,keycap.exe,8.08,165.1,1,1,1
2025-01-13 13:10:00,10328,Farhaan,notepad.exe,21.02,431.5,0,0,0
2025-01-25 20:17:00,10329,Mithun,explorer.exe,12.19,258.6,0,0,0
2025-01-12 11:38:00,10330,Mithun,excel.exe,20.12,546.2,0,1,1
2025-01-08 10:49:00,10331,Naveen,teams.exe,26.2,115.3,0,0,0
